areakey,zonei,lat,lon,osgb36_east,osgb36_north,area
E02000001,0,51.515,-0.09051585,532482.75,181269.56,2897837.5
E02000002,1,51.58842,0.14111018,548312.7,189878.02,2161565
E02000003,2,51.5751,0.14255846,548456.44,188399.88,2141516
E02000004,3,51.555622,0.17848448,551010,186307.53,2492948
E02000005,4,51.561592,0.14494881,548666.1,186902.6,1187953
E02000007,5,51.55827,0.15900412,549651.06,186562.12,1735997.9
E02000008,6,51.55282,0.13695835,548140.9,185910.88,1419999
E02000009,7,51.551743,0.119993955,546968.44,185757.1,960733.6
E02000010,8,51.54705,0.15002777,549065.6,185296.1,1121450.5
E02000011,9,51.54546,0.17075583,550507.8,185161.84,1594084.6
E02000012,10,51.54433,0.10044706,545637.1,184893.77,1300306.4
E02000013,11,51.543556,0.124068305,547277.25,184855.19,1304516.2
E02000014,12,51.54047,0.14567825,548785.56,184555.64,1193021.9
E02000015,13,51.537186,0.16415623,550077.5,184228.48,1361638.9
E02000016,14,51.53954,0.07700817,544027.25,184314.84,886276.7
E02000017,15,51.540638,0.08875169,544838,184460.27,876572
E02000018,16,51.538746,0.11340401,546553.4,184298.94,1357709.6
E02000019,17,51.528954,0.13622099,548167.25,183256.03,3037715
E02000020,18,51.524876,0.10628594,546104.25,182742.27,3419197
E02000021,19,51.524734,0.15532064,549505.7,182825.64,2880290.5
E02000022,20,51.532265,0.08186732,544387.2,183515.39,748742.9
E02000023,21,51.528027,0.11433353,546652.25,183108.88,1745397.4
E02000024,22,51.658237,-0.20115629,524415,197002.27,3753633
E02000025,23,51.655334,-0.17875531,525972.3,196717.78,2401920
E02000026,24,51.64806,-0.15433379,527681.8,195951.42,1465746.8
E02000027,25,51.645588,-0.20173109,524409.94,195594.77,1674257.4
E02000028,26,51.644424,-0.1763096,526171.75,195508.94,1055622.4
E02000029,27,51.642673,-0.1608677,527244.94,195340.83,1684525
E02000030,28,51.638596,-0.22614972,522739.56,194775.9,14578680
E02000031,29,51.63295,-0.17224413,526484.94,194239.84,1938965.4
E02000032,30,51.631603,-0.13826734,528839.8,194149.6,1397967
E02000033,31,51.62655,-0.14721848,528234.7,193571.8,1775729.5
E02000034,32,51.622837,-0.16416694,527072.06,193129.58,1558253.8
E02000035,33,51.6222,-0.18221365,525824.8,193027.48,1297938.8
E02000036,34,51.623264,-0.26161724,520326.16,193012.23,1794597.2
E02000037,35,51.62888,-0.28252152,518864.66,193602.14,4324655
E02000038,36,51.61565,-0.15350182,527830.44,192349.25,1762278
E02000039,37,51.615532,-0.2403836,521816.5,192187.53,2131904.5
E02000040,38,51.617428,-0.21625237,523481.8,192438.84,5155015
E02000041,39,51.613674,-0.27100942,519701.34,191930.42,1349058.4
E02000042,40,51.61198,-0.1763189,526261.2,191901.14,1212469.2
E02000043,41,51.614162,-0.19215858,525158.56,192116.67,1469228.6
E02000044,42,51.610424,-0.25232452,521003.47,191599.77,1107476.9
E02000045,43,51.6064,-0.15281157,527904.25,191321.58,1734795.6
E02000046,44,51.601894,-0.18697906,525551,190761.55,969365.06
E02000047,45,51.60287,-0.26069245,520444.16,190746.06,1422307.5
E02000048,46,51.602654,-0.21699682,523470.38,190794.7,3084187.5
E02000049,47,51.602364,-0.24461842,521558.53,190716.03,788380.94
E02000050,48,51.600372,-0.17002203,526729.44,190621.36,2120663.8
E02000051,49,51.594326,-0.19784681,524819.2,189901.48,1448418.2
E02000052,50,51.59168,-0.16729641,526942.4,189659.42,969294.25
E02000053,51,51.593555,-0.24493821,521559.9,189736.4,1550096.4
E02000054,52,51.593018,-0.229742,522613.78,189701.8,1500467.9
E02000055,53,51.588005,-0.22223976,523146.94,189157.1,1440318.5
E02000056,54,51.58145,-0.17623076,526351.94,188506.95,3227092.5
E02000057,55,51.583084,-0.2162508,523575.12,188619.89,1094245
E02000058,56,51.58321,-0.19338855,525158.5,188672.77,1813382.8
E02000059,57,51.578793,-0.24221262,521788.12,188099.06,2193458
E02000060,58,51.5792,-0.20608231,524290.1,188205.47,1232478.2
E02000061,59,51.57007,-0.19368422,525174.1,187211.22,1586974.2
E02000062,60,51.56971,-0.22032486,523329.1,187125.94,1838525
E02000063,61,51.56634,-0.20955583,524084.5,186769.77,1037662.6
E02000064,62,51.560505,-0.200717,524713,186135.75,794400.9
E02000065,63,51.503178,0.13780402,548360.75,180393.34,3205119.5
E02000066,64,51.493732,0.13222049,548003.94,179331.67,1572647.5
E02000067,65,51.493923,0.15329354,549465.9,179395.81,2313634.8
E02000068,66,51.488865,0.17147607,550744.56,178870.81,2271572
E02000069,67,51.482845,0.16158669,550077.9,178181.23,1451352.9
E02000070,68,51.48172,0.1355479,548273.8,178002.84,1856057.1
E02000071,69,51.47456,0.15772939,549837.25,177251.9,1178708.1
E02000072,70,51.47151,0.19934799,552737.2,176999.1,4375393.5
E02000073,71,51.47216,0.12872617,547831.2,176925.98,1600188.9
E02000074,72,51.468998,0.17892113,551327.06,176677.1,1128972.6
E02000075,73,51.46919,0.14543311,549000.94,176629.69,1535326.8
E02000077,74,51.46788,0.11604565,546964.4,176424.83,1117333
E02000078,75,51.46563,0.16906138,550653.5,176282.28,1487866.6
E02000079,76,51.45888,0.14159635,548768,175475.92,1647913.9
E02000080,77,51.45967,0.106767975,546346.4,175493.31,1691747.5
E02000081,78,51.45636,0.1612659,550142.5,175235.78,2205755
E02000082,79,51.458786,0.09116344,545265.3,175364.02,1497468.6
E02000083,80,51.45279,0.18340126,551691.94,174884.25,3739216
E02000084,81,51.452873,0.12928225,547932.1,174782.98,2593844.5
E02000085,82,51.448605,0.112014405,546746.25,174273.55,1623441.9
E02000086,83,51.44439,0.09940271,545883.5,173779.81,1488471.4
E02000087,84,51.44134,0.15374452,549669.2,173550.52,3716353.2
E02000088,85,51.43879,0.12451161,547646.1,173207.47,1998928.4
E02000089,86,51.436825,0.08758146,545086.1,172914.98,1367756.5
E02000090,87,51.430416,0.09874453,545882.3,172224.52,1809794.6
E02000091,88,51.42554,0.112662844,546865.25,171710.55,2733581.5
E02000092,89,51.422894,0.13817503,548647.2,171467.45,5991875
E02000093,90,51.593586,-0.27307403,519611.2,189693.34,1377430.1
E02000094,91,51.58853,-0.25802156,520667.1,189156.12,1163457.6
E02000095,92,51.58456,-0.2785242,519257.38,188680.6,1548828.4
E02000096,93,51.58069,-0.30209333,517634.7,188212.02,1635503.2
E02000097,94,51.57693,-0.26244456,520391.38,187858.81,1871322.9
E02000098,95,51.57444,-0.28292206,518979.16,187548.08,1838610.9
E02000099,96,51.569477,-0.29986927,517817.75,186968.81,1287142.2
E02000100,97,51.57115,-0.3164326,516665.72,187128.81,2078510.4
E02000101,98,51.566605,-0.26817992,520021.22,186701.2,1403913.2
E02000102,99,51.56656,-0.24966796,521304.2,186726.67,1359298
E02000103,100,51.563786,-0.23282884,522478.56,186446.2,1772041.5
E02000104,101,51.562717,-0.29042786,518489.56,186232.7,1107886.6
E02000105,102,51.559788,-0.31138042,517044.97,185873.08,1369826
E02000106,103,51.557697,-0.24908675,521368.06,185742.3,1341017.8
E02000107,104,51.555786,-0.2187643,523474.97,185580.22,954601.2
E02000108,105,51.557373,-0.32358244,516205.4,185585.06,813032.5
E02000109,106,51.55611,-0.27559382,519534.97,185522.27,1940653.5
E02000110,107,51.553303,-0.230184,522690.06,185285.06,799077.8
E02000111,108,51.5518,-0.30317613,517634.22,184997.9,1127831.5
E02000112,109,51.550316,-0.2836211,518993.7,184864.52,1268790.1
E02000113,110,51.55075,-0.26012635,520621.28,184951.3,1483441.1
E02000114,111,51.546947,-0.22714299,522918,184583.61,613421.94
E02000115,112,51.547287,-0.21075994,524052.88,184649.05,848835.7
E02000116,113,51.544746,-0.23607156,522304.9,184323.88,1096324.4
E02000117,114,51.544952,-0.24835439,521452.75,184326.4,890013.7
E02000118,115,51.54378,-0.28734884,518752.28,184131.86,1233783.6
E02000119,116,51.537243,-0.26826927,520092.3,183436.3,2571339.2
E02000120,117,51.54036,-0.19871533,524906.9,183899.27,506155.94
E02000121,118,51.540524,-0.2986699,517975.75,183751.36,1395514
E02000122,119,51.5409,-0.21884297,523509.8,183925.17,1202479.9
E02000123,120,51.536488,-0.24413702,521767.75,183392.2,1034983.7
E02000124,121,51.53535,-0.20948778,524173.56,183323.88,1096468.4
E02000125,122,51.534523,-0.22735707,522936.66,183201.6,765915.56
E02000126,123,51.53331,-0.19517554,525171.7,183121.3,437833.6
E02000127,124,51.433308,0.041855153,541919.4,172434.56,2225359
E02000128,125,51.4236,0.074725926,544234.44,171418.98,2537040.2
E02000130,126,51.419037,-0.044969793,535927.44,170683.16,1486243.2
E02000131,127,51.41952,-0.06773186,534343.6,170695,1766611.5
E02000132,128,51.41541,-0.027319537,537165.4,170312.61,1737590.5
E02000133,129,51.410156,0.060225762,543268.5,169896.05,5976796
E02000134,130,51.41234,0.020026622,540466.6,170060.95,1934802.1
E02000135,131,51.411804,-0.06081632,534847.06,169849.47,1156938.5
E02000136,132,51.407925,0.09143761,545445.8,169709.22,4558927
E02000137,133,51.4076,-0.001238458,539002.4,169493.5,1861184.2
E02000138,134,51.40641,-0.016625993,537935.94,169332.05,2084437.8
E02000139,135,51.409,-0.041526787,536196.6,169573.55,1536178.2
E02000140,136,51.404945,0.110406056,546774.4,169415.97,1887050
E02000141,137,51.40533,-0.056392938,535173.75,169137.8,933065
E02000142,138,51.405045,0.034997687,541530.06,169278.67,1779753.9
E02000144,139,51.399338,0.016004395,540226.7,168607.47,1985241.6
E02000145,140,51.393074,0.13697629,548660.56,168149.44,11280452
E02000146,141,51.394276,0.034715336,541543.7,168080.9,1803598.4
E02000147,142,51.394302,-0.001626904,539015.7,168014.11,2250545
E02000148,143,51.392574,0.06288978,543508.75,167946.52,2806830.8
E02000149,144,51.390717,0.10439643,546401.9,167821.98,1878958.2
E02000150,145,51.389565,-0.027132796,537255.75,167439.14,3077265.5
E02000151,146,51.386314,0.08065159,544764,167285.38,2101615
E02000152,147,51.384148,0.049862273,542628.75,166983.95,2572933
E02000153,148,51.384037,0.013707179,540113.7,166901.8,2247607
E02000154,149,51.379566,0.096587114,545894.1,166566.44,2086181.5
E02000155,150,51.378605,0.11554762,547216.44,166497.4,1817416.1
E02000156,151,51.37675,-0.011447101,538385.56,166044.14,3843349.5
E02000157,152,51.373287,0.07634767,544505.6,165828.52,2447690
E02000158,153,51.3692,0.11595523,547275,165452.97,2160351.2
E02000159,154,51.364548,0.0433327,542235.25,164792.08,5886295.5
E02000160,155,51.365753,0.012721824,540100.94,164867.27,8459551
E02000161,156,51.3639,0.09504399,545836.5,164821.73,1718784.9
E02000162,157,51.344852,0.073129095,544371.06,162660.31,12760339
E02000163,158,51.34986,0.11730625,547431.1,163305.4,11306840
E02000165,159,51.314228,0.019890035,540757.6,159152,5661893
E02000166,160,51.565125,-0.15438612,527911.06,186729.39,3024035.2
E02000167,161,51.561867,-0.17327781,526610.94,186334.1,2081419.5
E02000168,162,51.55557,-0.1407362,528884.06,185690.66,680539
E02000169,163,51.556976,-0.18483722,525823.3,185770.67,1122406.4
E02000170,164,51.55432,-0.19971551,524799.3,185449.69,771362.4
E02000171,165,51.552826,-0.15715481,527753.7,185356.89,521527.56
E02000172,166,51.55008,-0.146426,528505.1,185070.31,668936.4
E02000173,167,51.55059,-0.17164846,526755.2,185083.23,778710.9
E02000174,168,51.54871,-0.1345739,529330.6,184939.16,545834.94
E02000175,169,51.54935,-0.18872102,525575.1,184915.81,691265.25
E02000176,170,51.547653,-0.16692294,527091,184764.97,397587.3
E02000177,171,51.545982,-0.15186915,528139.3,184605.47,523795.97
E02000178,172,51.546993,-0.19819781,524924.6,184637.6,561780.9
E02000179,173,51.54486,-0.16296022,527373.5,184461.34,382851.38
E02000180,174,51.544514,-0.12972875,529678.44,184481.22,485493.3
E02000181,175,51.544003,-0.18559971,525806.25,184326.55,540552.2
E02000182,176,51.541233,-0.1695987,526923.3,184046.27,797914.2
E02000183,177,51.540535,-0.15115798,528203.94,184000.98,771959.25
E02000184,178,51.53953,-0.13457035,529356.9,183918.5,664692.3
E02000185,179,51.539143,-0.18635076,525767.56,183785.03,472383.5
E02000186,180,51.53322,-0.14297052,528792.25,183201.61,1003221
E02000187,181,51.53411,-0.12711532,529889.25,183328.97,968218.2
E02000188,182,51.529068,-0.13734432,529194.2,182750.17,507761.72
E02000189,183,51.52802,-0.1168261,530620.2,182670.14,297796.94
E02000190,184,51.526356,-0.12246175,530234.1,182474.84,370586.22
E02000191,185,51.522583,-0.132436,529553,182037.58,642036.2
E02000192,186,51.521664,-0.11141824,531013.56,181972.83,432233.25
E02000193,187,51.518665,-0.12086645,530366.7,181622.89,1089175.1
E02000194,188,51.415794,-0.08518663,533140.94,170248.83,1391905.2
E02000195,189,51.41625,-0.103458844,531869.25,170265.97,1936791.1
E02000196,190,51.41009,-0.1137779,531169.44,169563.11,1226100.1
E02000197,191,51.406555,-0.123509526,530502.8,169152.39,992729.8
E02000198,192,51.40623,-0.096985646,532348.25,169163.88,892104.44
E02000199,193,51.403297,-0.08949795,532877.44,168851.2,862935
E02000200,194,51.403248,-0.07784026,533688.3,168866.84,1247404
E02000201,195,51.399944,-0.068061955,534378.06,168517.4,858921.1
E02000202,196,51.399296,-0.109115876,531524.56,168371.17,735001.25
E02000203,197,51.39702,-0.09607708,532438,168141.31,773845.7
E02000204,198,51.39477,-0.1173669,530963.6,167853.23,1086709.6
E02000206,199,51.39099,-0.087559074,533048,167486.5,1461180
E02000207,200,51.38859,-0.06500734,534623.8,167261.08,1241105.8
E02000208,201,51.38864,-0.10490643,531848,167194.1,875506.06
E02000209,202,51.3873,-0.12326381,530574.75,167011.6,1002856.8
E02000210,203,51.38503,-0.07647701,533836.3,166843.88,774764.94
E02000211,204,51.383343,-0.045240037,536014.56,166713.78,1678379.2
E02000212,205,51.380398,-0.11576792,531115.94,166257.9,1241321.9
E02000213,206,51.381668,-0.09814804,532338.25,166430.62,1030814.6
E02000214,207,51.379707,-0.064385965,534693.1,166274.28,1030840.56
E02000215,208,51.378895,-0.082045555,533466.75,166151.44,986384.6
E02000216,209,51.36965,-0.07603031,533912.25,165134.78,2186669.5
E02000217,210,51.37263,-0.109139815,531599.4,165406.16,1431275.9
E02000218,211,51.371387,-0.028879493,537188.56,165414.97,1138169.6
E02000219,212,51.365406,-0.045467805,536051.9,164719.17,5709095.5
E02000220,213,51.36884,-0.094473474,532631,165011.12,1495623.1
E02000221,214,51.35905,-0.11087766,531517.4,163893.02,2805691.2
E02000222,215,51.35823,-0.08448145,533357.25,163849.64,1861292.5
E02000223,216,51.354263,-0.018835029,537939.06,163529.83,961937.8
E02000224,217,51.349262,-0.097760335,532458.75,162828.31,1280790.2
E02000225,218,51.34802,-0.011837423,538445.06,162848.52,1631245.4
E02000226,219,51.350742,-0.065095015,534728.8,163052.17,3281483
E02000227,220,51.346172,-0.03500491,536837.44,162599.83,4599763
E02000228,221,51.340595,-0.083039,533508.94,161891.23,3129718.5
E02000229,222,51.337643,-0.005342861,538928.6,161707.19,1319980.8
E02000230,223,51.33959,-0.11062969,531590.4,161729.64,2614624.8
E02000231,224,51.33454,-0.13348667,530012.8,161127.52,3362656
E02000232,225,51.330025,-0.06168485,535027.06,160755.2,4371285.5
E02000233,226,51.324047,-0.1066888,531909.44,160008.78,1586597.1
E02000234,227,51.321083,-0.12528963,530622,159645.61,3110611.5
E02000235,228,51.318012,-0.09272943,532899.4,159362.58,5395563.5
E02000236,229,51.310314,-0.14473997,529297.2,158414.1,3574657.2
E02000237,230,51.301605,-0.11654257,531287,157495.84,4949429.5
E02000238,231,51.553555,-0.34631142,514639.6,185124.84,1523466.2
E02000239,232,51.548584,-0.3251674,516117.94,184605.48,2355043
E02000240,233,51.550285,-0.37273875,512815.75,184720.17,1728297.1
E02000241,234,51.54647,-0.36284682,513511,184311.19,1304866.9
E02000242,235,51.53973,-0.31110132,517115.8,183643.36,888476.1
E02000243,236,51.53846,-0.3438207,514850.25,183450.1,2845746.5
E02000244,237,51.5355,-0.32154715,516402.28,183156.27,1796476
E02000245,238,51.539234,-0.3831032,512124.4,183475.36,1655241.2
E02000246,239,51.537533,-0.3987134,511046.12,183262.11,2057219.9
E02000247,240,51.53513,-0.3667347,513269.62,183044.02,1397956.6
E02000248,241,51.529877,-0.2901968,518590.94,182581.36,1726692.4
E02000249,242,51.527946,-0.3519444,514313.28,182268.56,1278560.5
E02000250,243,51.527092,-0.30678928,517447.34,182244.89,997737.75
E02000251,244,51.526424,-0.36157674,513648.97,182084,945585.2
E02000252,245,51.525562,-0.2620241,520556.25,182147.69,3196467
E02000253,246,51.52353,-0.33487844,515508.12,181804.17,1156458.4
E02000254,247,51.52159,-0.37192667,512943.06,181530.7,1041075.1
E02000255,248,51.52221,-0.32294515,516339.22,181676.11,1548528.1
E02000256,249,51.517307,-0.3127301,517060.38,181147.19,1096446.1
E02000257,250,51.51749,-0.2937387,518377.4,181198.4,2181149
E02000258,251,51.516994,-0.2720237,519885.16,181178.61,1032553.44
E02000259,252,51.517563,-0.34120208,515084.5,181130.72,1277899
E02000260,253,51.512497,-0.37028965,513079.12,180522.03,1086401
E02000261,254,51.51152,-0.25230983,521267.34,180602.44,1304520.2
E02000262,255,51.50976,-0.2676509,520207.56,180381.28,707334.8
E02000263,256,51.50955,-0.38514182,512055.9,180171.31,1235384.6
E02000264,257,51.508755,-0.2839705,519077.84,180242.89,1436704.2
E02000265,258,51.509,-0.32396296,516302.28,180205.64,1013711.06
E02000266,259,51.507088,-0.355204,514139.34,179943.83,3867543.5
E02000267,260,51.507023,-0.3366564,515426.5,179965.8,753468.2
E02000268,261,51.505276,-0.29980212,517988.3,179830.39,1325982.9
E02000269,262,51.50521,-0.31245464,517110.5,179802.75,885314.1
E02000270,263,51.503098,-0.2719761,519924.94,179633.38,796447.5
E02000271,264,51.501637,-0.25637934,521011.16,179496.64,747378.94
E02000272,265,51.50018,-0.32777107,516060.44,179218.88,1198834.1
E02000274,266,51.500294,-0.38948485,511777.2,179135.48,1435404.8
E02000275,267,51.498093,-0.37082762,513077.47,178919.34,1172518.2
E02000276,268,51.496777,-0.30902535,517370.12,178870.5,841258
E02000277,269,51.678158,-0.033905346,535922.1,199515.56,1047015.56
E02000278,270,51.67493,-0.044406634,535205.8,199137.2,1314847.4
E02000279,271,51.67259,-0.01930413,536948.25,198923.28,2608044
E02000280,272,51.678246,-0.10384061,531087.44,199397.28,15564804
E02000281,273,51.66681,-0.063259125,533926.44,198199.19,1897699.4
E02000282,274,51.664604,-0.04434838,535240.56,197988.84,1262281.1
E02000283,275,51.66075,-0.03394992,535971.2,197579.66,1140668.1
E02000284,276,51.659218,-0.08542831,532415.7,197314.89,1282984.1
E02000285,277,51.65886,-0.071155205,533403.8,197300.73,985351.2
E02000286,278,51.660255,-0.09924431,531457.25,197405.38,2051006.4
E02000287,279,51.66378,-0.15139633,527840.75,197704.34,8867432
E02000288,280,51.65142,-0.049707636,534909.2,196513.19,2116109.5
E02000289,281,51.65414,-0.1140457,530451.2,196698.81,3401234.8
E02000290,282,51.65065,-0.023023335,536757.2,196477.22,4883606.5
E02000291,283,51.6462,-0.07213853,533373,195891.08,1157088
E02000292,284,51.645836,-0.06082303,534156.8,195871.73,1878975.6
E02000293,285,51.644238,-0.092131115,531995.7,195636.95,2158938.2
E02000294,286,51.637566,-0.036062364,535894.4,194997.69,1956082.2
E02000295,287,51.639572,-0.117895834,530226.7,195071.95,1620367.6
E02000296,288,51.641914,-0.13145182,529282.1,195308.3,1802127.6
E02000297,289,51.635746,-0.07838129,532971.75,194717.61,1620222.5
E02000298,290,51.633564,-0.10310051,531267.6,194430.31,2000141.5
E02000299,291,51.632225,-0.051494904,534842.5,194375.52,877010.44
E02000300,292,51.63156,-0.063895956,533986.3,194278.8,777057.56
E02000301,293,51.62719,-0.034565616,536029,193846.84,2734970.8
E02000302,294,51.625378,-0.08995935,532200.75,193543.7,1580239.4
E02000303,295,51.62293,-0.06862846,533684.2,193310.28,1242320.8
E02000304,296,51.623363,-0.12214619,529978.94,193261.9,1720689.8
E02000305,297,51.622597,-0.105496645,531133.5,193206.69,960952.7
E02000306,298,51.618618,-0.04646711,535230.8,192871.84,2088796
E02000307,299,51.620373,-0.081506625,532800.4,193002.66,1105988.9
E02000308,300,51.61561,-0.1325223,529282.8,192381.39,1147240.4
E02000309,301,51.61163,-0.050373647,534981.2,192087.31,1628414.5
E02000311,302,51.61307,-0.094384864,531930.2,192167.23,1417159.2
E02000312,303,51.613792,-0.1139082,530576.56,192212.47,1310155.8
E02000313,304,51.50265,0.116203345,546863.56,180291.31,730574.75
E02000314,305,51.501713,0.099979326,545740.75,180154.45,3188509.2
E02000315,306,51.493965,0.114592135,546779.7,179322.16,1192935.9
E02000316,307,51.492386,0.05472364,542629.4,179028.11,1883977.6
E02000317,308,51.489006,0.052731838,542501.6,178648.6,652692.2
E02000318,309,51.488434,0.09724905,545593.56,178672.56,1104994.1
E02000319,310,51.488594,0.08543825,544773.25,178666.95,925687.1
E02000320,311,51.48387,0.11582075,546897.4,178202.14,1459882
E02000321,312,51.48634,0.07917199,544345.4,178403.81,622547.56
E02000323,313,51.484127,0.07199502,543854.1,178143.84,761645.4
E02000324,314,51.482437,0.04176789,541761,177896.9,1303612
E02000326,315,51.481865,0.028767273,540860.2,177808.1,730261.06
E02000327,316,51.479782,0.05887298,542956.8,177635.05,1858782.9
E02000328,317,51.48039,0.015326978,539931.6,177618.25,876284.06
E02000329,318,51.471695,0.08486077,544786.7,176786.81,1762071
E02000331,319,51.47487,0.040839918,541720,177053.7,992570.3
E02000332,320,51.471485,0.069740936,543737.4,176733.73,2017668.6
E02000333,321,51.47105,0.020385519,540311.5,176589.52,1261277
E02000334,322,51.4686,0.04075428,541733.5,176356.38,1385681.2
E02000335,323,51.46198,0.065246336,543455.1,175668.03,1294102
E02000337,324,51.458736,0.043821365,541977.1,175265.47,1398221.8
E02000339,325,51.45578,0.06019648,543123.75,174968.97,1256298
E02000340,326,51.448097,0.06662994,543594.75,174127.14,3265483.5
E02000341,327,51.44696,0.036695488,541518.56,173942.33,1791563.8
E02000342,328,51.44418,0.080083534,544541.9,173717.81,1361083.5
E02000343,329,51.434704,0.054736648,542810.25,172614.72,1256697.2
E02000344,330,51.43284,0.06763479,543712.5,172432.34,1292049.6
E02000345,331,51.574028,-0.0671395,533931.06,187875.52,611924.9
E02000346,332,51.571125,-0.08968158,532377.7,187511.75,582766.25
E02000347,333,51.57048,-0.08031301,533028.7,187457.22,685776.5
E02000348,334,51.570213,-0.065272,534071.7,187455.06,558606.6
E02000350,335,51.564075,-0.0656572,534063.06,186771.56,566462.5
E02000351,336,51.56462,-0.09553316,531991.06,186778.14,522525
E02000352,337,51.56287,-0.08378191,532810.5,186604.55,762728.9
E02000353,338,51.561386,-0.07388842,533500.5,186457.66,558778
E02000354,339,51.556866,-0.059481755,534512.3,185981.36,793276.06
E02000355,340,51.55701,-0.048952077,535241.7,186016.77,656091.44
E02000356,341,51.556004,-0.08349882,532850.1,185841.64,403102.66
E02000357,342,51.556538,-0.030430023,536526.9,185998.61,1522615.9
E02000358,343,51.554443,-0.07393732,533517.44,185685.4,616041.06
E02000359,344,51.55245,-0.03930944,535923.6,185527.39,436750.7
E02000360,345,51.55104,-0.062612645,534312.44,185327.92,546508.56
E02000361,346,51.54776,-0.053262066,534970.3,184980.34,594388.94
E02000362,347,51.547432,-0.026150648,536850.8,184994.42,1295380.2
E02000363,348,51.547012,-0.045166235,535533.8,184912.22,596363.3
E02000364,349,51.544674,-0.06529731,534145.06,184615.22,664392.75
E02000365,350,51.543606,-0.074852794,533485.7,184478.75,965181.25
E02000366,351,51.54083,-0.042450886,535740.44,184229.78,643203.56
E02000367,352,51.53885,-0.054408908,534917.2,183987.3,739120.25
E02000368,353,51.535965,-0.065979086,534123.4,183645.39,634427.3
E02000369,354,51.53619,-0.07780944,533302.4,183648.8,650396.6
E02000370,355,51.532574,-0.088410094,532577.8,183227.33,488398.12
E02000371,356,51.52765,-0.079913795,533181.4,182695.48,997537.25
E02000372,357,51.522213,-0.23611301,522362.44,181818.25,3440308.2
E02000373,358,51.512283,-0.23335369,522580.5,180718.55,407729.06
E02000374,359,51.510204,-0.24019872,522111.16,180475.88,496496.1
E02000375,360,51.50801,-0.22280426,523323.97,180261.27,748941.3
E02000376,361,51.50417,-0.22877331,522920.12,179824.27,409911.7
E02000377,362,51.503784,-0.23838845,522253.94,179765.25,443538.75
E02000378,363,51.50184,-0.2190413,523601.78,179581.2,294414.06
E02000379,364,51.50034,-0.24430947,521852.25,179372.19,678940.3
E02000380,365,51.498592,-0.22891481,522925.3,179203.95,352439.03
E02000381,366,51.497612,-0.21700338,523754.66,179114.81,553123.5
E02000382,367,51.494278,-0.23766205,522329.78,178709.47,616437.5
E02000383,368,51.493618,-0.20938773,524294.06,178683.45,600425.5
E02000384,369,51.492466,-0.22507739,523208.16,178529.22,781821.25
E02000385,370,51.488464,-0.21041721,524236.62,178108.72,399794.22
E02000386,371,51.487507,-0.20212117,524815.1,178016.69,437501.78
E02000387,372,51.485287,-0.21410592,523989.2,177749.42,407860.47
E02000388,373,51.48333,-0.19684792,525192.6,177561.14,531673.2
E02000389,374,51.48144,-0.21981564,523603.2,177312.17,628263.94
E02000390,375,51.480858,-0.2079924,524425.6,177267.23,347891.2
E02000391,376,51.477295,-0.1913886,525588.2,176899.56,665265.5
E02000392,377,51.476532,-0.20139751,524895.3,176797.6,553336.1
E02000393,378,51.47708,-0.211345,524203.16,176841.5,355906.78
E02000394,379,51.473164,-0.18396313,526115.2,176452.83,658305.25
E02000395,380,51.470383,-0.20758483,524482.44,176103.27,968765.44
E02000396,381,51.469227,-0.19268303,525520.5,175999.88,625075.2
E02000397,382,51.60571,-0.1153165,530502.25,191311.27,563886.7
E02000398,383,51.604416,-0.05275574,534837.6,191280.81,1191461.2
E02000400,384,51.605328,-0.12840341,529597.25,191245.48,1333804.1
E02000401,385,51.60433,-0.08895006,532331.8,191205.17,746792.06
E02000402,386,51.603394,-0.07826669,533074.25,191120.4,950719.4
E02000403,387,51.603264,-0.10649356,531120.2,191055.02,850902.7
E02000404,388,51.60154,-0.09810934,531705.7,190878.45,640953.7
E02000405,389,51.59745,-0.12911782,529570.2,190368.2,1782027.9
E02000406,390,51.59644,-0.09858792,531687.3,190310.53,458019.25
E02000407,391,51.5953,-0.07180923,533545.1,190232.02,522144.56
E02000408,392,51.595333,-0.06439891,534058.25,190249.73,517849.84
E02000409,393,51.594288,-0.08531588,532612.7,190095.08,694068.7
E02000410,394,51.595158,-0.14296852,528617.5,190088.95,752187.3
E02000411,395,51.593296,-0.05562733,534671.7,190039.05,1393583.1
E02000412,396,51.59349,-0.10852335,531007.75,189964.92,771560.1
E02000413,397,51.594227,-0.15331034,527903.9,189967.36,1218914.4
E02000414,398,51.591187,-0.077489674,533163.75,189764.75,409314.75
E02000415,399,51.590614,-0.092850916,532101.5,189672.97,704098.9
E02000416,400,51.588104,-0.11707538,530430.9,189350.69,628543.2
E02000417,401,51.586838,-0.13942909,528886.2,189170.08,1059470
E02000418,402,51.586487,-0.12798461,529679.9,189151.23,713386.44
E02000419,403,51.585938,-0.103090025,531405.9,189134.5,642438.5
E02000420,404,51.585777,-0.077285685,533193.75,189163.42,577281.06
E02000421,405,51.585148,-0.06638516,533950.6,189113.52,783888.4
E02000422,406,51.582874,-0.08428241,532717.56,188828.05,542453.94
E02000423,407,51.58182,-0.09304535,532113.56,188695.17,554941.4
E02000424,408,51.581326,-0.112322055,530779.6,188605.11,666173.3
E02000425,409,51.57914,-0.06640571,533966.9,188445.3,540909.44
E02000426,410,51.578953,-0.15474536,527847.4,188266.2,2229135.5
